drug_ingredient,has_inn,brand,company,indication,flags,source_regions,latest_date,gap_code,gap_label,foreign_stages_json,taiwan_stages_json,gap_json,news_json,articles_json
Influenza mRNA vaccine,True,,,Immunisation for the prevention of influenza disease in adults,,EU-EMA,2026-08-04,foreign_review_tw_pending,⏳ 國外審查中 ｜ 台灣未送件,"{""stages"": [{""id"": ""foreign-1"", ""reached"": true, ""label"": ""實證文獻"", ""title"": ""臨床實證已登錄"", ""url"": ""https://pubmed.ncbi.nlm.nih.gov/?term=Influenza%20mRNA%20vaccine+AND+(Phase+3+OR+%22Phase+III%22+OR+%22clinical+trial%22)+AND+(%22last+1+years%22%5BPDat%5D)"", ""temp_class"": ""temp-blue""}, {""id"": ""foreign-2"", ""reached"": true, ""label"": ""國外審查"", ""title"": ""EMA 審查中"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""temp_class"": ""temp-amber""}, {""id"": ""foreign-3"", ""reached"": false, ""label"": ""國外核准"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov/drugs/development-approval-process-drugs/novel-drug-approvals-fda"", ""temp_class"": ""temp-red""}], ""active_count"": 2, ""highest_title"": ""EMA 審查中""}","{""stages"": [{""id"": ""tw-1"", ""reached"": false, ""label"": ""台灣審查"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/siteSearch.aspx?q=Influenza%20mRNA%20vaccine"", ""temp_class"": ""temp-blue""}, {""id"": ""tw-2"", ""reached"": false, ""label"": ""取得藥證"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/sitelist.aspx?sid=2712"", ""temp_class"": ""temp-teal""}, {""id"": ""tw-3"", ""reached"": false, ""label"": ""核准健保給付"", ""title"": ""尚未出現"", ""url"": ""https://www.nhi.gov.tw/ch/cp-1296-1c080-3269-1.html"", ""temp_class"": ""temp-red""}], ""active_count"": 0, ""license_no"": """", ""highest_title"": ""尚未出現""}","{""code"": ""foreign_review_tw_pending"", ""label"": ""⏳ 國外審查中 ｜ 台灣未送件"", ""badge_class"": ""badge-gap-warning"", ""desc"": ""國外 EMA / FDA 審查進行中，台灣尚未有公開申請紀錄""}",[],"[{""source"": ""EU-EMA"", ""title"": ""EMA 審查中：Influenza mRNA vaccine"", ""summary"": ""Immunisation for the prevention of influenza disease in adults"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""date"": ""2026-08-04"", ""extras"": {""kind"": ""under_evaluation"", ""snapshot"": true, ""orphan"": false, ""prime"": false, ""accelerated"": false, ""ema_product_no"": ""EMEA/H/C/006204""}}]"
Insulin aspart,True,,,Treatment of diabetes mellitus from 1 year of age,,EU-EMA,2026-08-04,foreign_review_tw_pending,⏳ 國外審查中 ｜ 台灣未送件,"{""stages"": [{""id"": ""foreign-1"", ""reached"": true, ""label"": ""實證文獻"", ""title"": ""臨床實證已登錄"", ""url"": ""https://pubmed.ncbi.nlm.nih.gov/?term=Insulin%20aspart+AND+(Phase+3+OR+%22Phase+III%22+OR+%22clinical+trial%22)+AND+(%22last+1+years%22%5BPDat%5D)"", ""temp_class"": ""temp-blue""}, {""id"": ""foreign-2"", ""reached"": true, ""label"": ""國外審查"", ""title"": ""EMA 審查中"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""temp_class"": ""temp-amber""}, {""id"": ""foreign-3"", ""reached"": false, ""label"": ""國外核准"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov/drugs/development-approval-process-drugs/novel-drug-approvals-fda"", ""temp_class"": ""temp-red""}], ""active_count"": 2, ""highest_title"": ""EMA 審查中""}","{""stages"": [{""id"": ""tw-1"", ""reached"": false, ""label"": ""台灣審查"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/siteSearch.aspx?q=Insulin%20aspart"", ""temp_class"": ""temp-blue""}, {""id"": ""tw-2"", ""reached"": false, ""label"": ""取得藥證"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/sitelist.aspx?sid=2712"", ""temp_class"": ""temp-teal""}, {""id"": ""tw-3"", ""reached"": false, ""label"": ""核准健保給付"", ""title"": ""尚未出現"", ""url"": ""https://www.nhi.gov.tw/ch/cp-1296-1c080-3269-1.html"", ""temp_class"": ""temp-red""}], ""active_count"": 0, ""license_no"": """", ""highest_title"": ""尚未出現""}","{""code"": ""foreign_review_tw_pending"", ""label"": ""⏳ 國外審查中 ｜ 台灣未送件"", ""badge_class"": ""badge-gap-warning"", ""desc"": ""國外 EMA / FDA 審查進行中，台灣尚未有公開申請紀錄""}",[],"[{""source"": ""EU-EMA"", ""title"": ""EMA 審查中：Insulin aspart"", ""summary"": ""Treatment of diabetes mellitus from 1 year of age"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""date"": ""2026-08-04"", ""extras"": {""kind"": ""under_evaluation"", ""snapshot"": true, ""orphan"": false, ""prime"": false, ""accelerated"": false, ""ema_product_no"": ""EMEA/H/C/006677""}}]"
Japanese Encephalitis Chimeric Vaccine Substipharm,True,,,"Immunisation against Japanese encephalitis in adults, adolescents, children and infants aged 9 months and older",,EU-EMA,2026-08-04,foreign_review_tw_pending,⏳ 國外審查中 ｜ 台灣未送件,"{""stages"": [{""id"": ""foreign-1"", ""reached"": true, ""label"": ""實證文獻"", ""title"": ""臨床實證已登錄"", ""url"": ""https://pubmed.ncbi.nlm.nih.gov/?term=Japanese%20Encephalitis%20Chimeric%20Vaccine%20Substipharm+AND+(Phase+3+OR+%22Phase+III%22+OR+%22clinical+trial%22)+AND+(%22last+1+years%22%5BPDat%5D)"", ""temp_class"": ""temp-blue""}, {""id"": ""foreign-2"", ""reached"": true, ""label"": ""國外審查"", ""title"": ""EMA 審查中"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""temp_class"": ""temp-amber""}, {""id"": ""foreign-3"", ""reached"": false, ""label"": ""國外核准"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov/drugs/development-approval-process-drugs/novel-drug-approvals-fda"", ""temp_class"": ""temp-red""}], ""active_count"": 2, ""highest_title"": ""EMA 審查中""}","{""stages"": [{""id"": ""tw-1"", ""reached"": false, ""label"": ""台灣審查"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/siteSearch.aspx?q=Japanese%20Encephalitis%20Chimeric%20Vaccine%20Substipharm"", ""temp_class"": ""temp-blue""}, {""id"": ""tw-2"", ""reached"": false, ""label"": ""取得藥證"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/sitelist.aspx?sid=2712"", ""temp_class"": ""temp-teal""}, {""id"": ""tw-3"", ""reached"": false, ""label"": ""核准健保給付"", ""title"": ""尚未出現"", ""url"": ""https://www.nhi.gov.tw/ch/cp-1296-1c080-3269-1.html"", ""temp_class"": ""temp-red""}], ""active_count"": 0, ""license_no"": """", ""highest_title"": ""尚未出現""}","{""code"": ""foreign_review_tw_pending"", ""label"": ""⏳ 國外審查中 ｜ 台灣未送件"", ""badge_class"": ""badge-gap-warning"", ""desc"": ""國外 EMA / FDA 審查進行中，台灣尚未有公開申請紀錄""}",[],"[{""source"": ""EU-EMA"", ""title"": ""EMA 審查中：Japanese Encephalitis Chimeric Vaccine Substipharm"", ""summary"": ""Immunisation against Japanese encephalitis in adults, adolescents, children and infants aged 9 months and older"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""date"": ""2026-08-04"", ""extras"": {""kind"": ""under_evaluation"", ""snapshot"": true, ""orphan"": false, ""prime"": false, ""accelerated"": false, ""ema_product_no"": ""EMEA/H/C/006764""}}]"
Lemborexant,True,,,Treatment of adult patients with insomnia,,EU-EMA,2026-08-04,foreign_review_tw_pending,⏳ 國外審查中 ｜ 台灣未送件,"{""stages"": [{""id"": ""foreign-1"", ""reached"": true, ""label"": ""實證文獻"", ""title"": ""臨床實證已登錄"", ""url"": ""https://pubmed.ncbi.nlm.nih.gov/?term=Lemborexant+AND+(Phase+3+OR+%22Phase+III%22+OR+%22clinical+trial%22)+AND+(%22last+1+years%22%5BPDat%5D)"", ""temp_class"": ""temp-blue""}, {""id"": ""foreign-2"", ""reached"": true, ""label"": ""國外審查"", ""title"": ""EMA 審查中"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""temp_class"": ""temp-amber""}, {""id"": ""foreign-3"", ""reached"": false, ""label"": ""國外核准"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov/drugs/development-approval-process-drugs/novel-drug-approvals-fda"", ""temp_class"": ""temp-red""}], ""active_count"": 2, ""highest_title"": ""EMA 審查中""}","{""stages"": [{""id"": ""tw-1"", ""reached"": false, ""label"": ""台灣審查"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/siteSearch.aspx?q=Lemborexant"", ""temp_class"": ""temp-blue""}, {""id"": ""tw-2"", ""reached"": false, ""label"": ""取得藥證"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/sitelist.aspx?sid=2712"", ""temp_class"": ""temp-teal""}, {""id"": ""tw-3"", ""reached"": false, ""label"": ""核准健保給付"", ""title"": ""尚未出現"", ""url"": ""https://www.nhi.gov.tw/ch/cp-1296-1c080-3269-1.html"", ""temp_class"": ""temp-red""}], ""active_count"": 0, ""license_no"": """", ""highest_title"": ""尚未出現""}","{""code"": ""foreign_review_tw_pending"", ""label"": ""⏳ 國外審查中 ｜ 台灣未送件"", ""badge_class"": ""badge-gap-warning"", ""desc"": ""國外 EMA / FDA 審查進行中，台灣尚未有公開申請紀錄""}",[],"[{""source"": ""EU-EMA"", ""title"": ""EMA 審查中：Lemborexant"", ""summary"": ""Treatment of adult patients with insomnia"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""date"": ""2026-08-04"", ""extras"": {""kind"": ""under_evaluation"", ""snapshot"": true, ""orphan"": false, ""prime"": false, ""accelerated"": false, ""ema_product_no"": ""EMEA/H/C/006924""}}]"
Lunsotogene parvec,True,,,Treatment of biallelic OTOF variant-associated hearing loss in adults and children,孤兒藥 / 加速審查,EU-EMA,2026-08-04,foreign_review_tw_pending,⏳ 國外審查中 ｜ 台灣未送件,"{""stages"": [{""id"": ""foreign-1"", ""reached"": true, ""label"": ""實證文獻"", ""title"": ""臨床實證已登錄"", ""url"": ""https://pubmed.ncbi.nlm.nih.gov/?term=Lunsotogene%20parvec+AND+(Phase+3+OR+%22Phase+III%22+OR+%22clinical+trial%22)+AND+(%22last+1+years%22%5BPDat%5D)"", ""temp_class"": ""temp-blue""}, {""id"": ""foreign-2"", ""reached"": true, ""label"": ""國外審查"", ""title"": ""孤兒藥 / 加速審查"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""temp_class"": ""temp-amber""}, {""id"": ""foreign-3"", ""reached"": false, ""label"": ""國外核准"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov/drugs/development-approval-process-drugs/novel-drug-approvals-fda"", ""temp_class"": ""temp-red""}], ""active_count"": 2, ""highest_title"": ""孤兒藥 / 加速審查""}","{""stages"": [{""id"": ""tw-1"", ""reached"": false, ""label"": ""台灣審查"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/siteSearch.aspx?q=Lunsotogene%20parvec"", ""temp_class"": ""temp-blue""}, {""id"": ""tw-2"", ""reached"": false, ""label"": ""取得藥證"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/sitelist.aspx?sid=2712"", ""temp_class"": ""temp-teal""}, {""id"": ""tw-3"", ""reached"": false, ""label"": ""核准健保給付"", ""title"": ""尚未出現"", ""url"": ""https://www.nhi.gov.tw/ch/cp-1296-1c080-3269-1.html"", ""temp_class"": ""temp-red""}], ""active_count"": 0, ""license_no"": """", ""highest_title"": ""尚未出現""}","{""code"": ""foreign_review_tw_pending"", ""label"": ""⏳ 國外審查中 ｜ 台灣未送件"", ""badge_class"": ""badge-gap-warning"", ""desc"": ""國外 EMA / FDA 審查進行中，台灣尚未有公開申請紀錄""}",[],"[{""source"": ""EU-EMA"", ""title"": ""EMA 審查中：Lunsotogene parvec"", ""summary"": ""Treatment of biallelic OTOF variant-associated hearing loss in adults and children"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""date"": ""2026-08-04"", ""extras"": {""kind"": ""under_evaluation"", ""snapshot"": true, ""orphan"": true, ""prime"": false, ""accelerated"": true, ""ema_product_no"": ""EMEA/H/C/006802""}}]"
Mezigdomide,True,,,Treatment of relapsed or refractory multiple myeloma in adults,,EU-EMA,2026-08-04,foreign_review_tw_pending,⏳ 國外審查中 ｜ 台灣未送件,"{""stages"": [{""id"": ""foreign-1"", ""reached"": true, ""label"": ""實證文獻"", ""title"": ""臨床實證已登錄"", ""url"": ""https://pubmed.ncbi.nlm.nih.gov/?term=Mezigdomide+AND+(Phase+3+OR+%22Phase+III%22+OR+%22clinical+trial%22)+AND+(%22last+1+years%22%5BPDat%5D)"", ""temp_class"": ""temp-blue""}, {""id"": ""foreign-2"", ""reached"": true, ""label"": ""國外審查"", ""title"": ""EMA 審查中"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""temp_class"": ""temp-amber""}, {""id"": ""foreign-3"", ""reached"": false, ""label"": ""國外核准"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov/drugs/development-approval-process-drugs/novel-drug-approvals-fda"", ""temp_class"": ""temp-red""}], ""active_count"": 2, ""highest_title"": ""EMA 審查中""}","{""stages"": [{""id"": ""tw-1"", ""reached"": false, ""label"": ""台灣審查"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/siteSearch.aspx?q=Mezigdomide"", ""temp_class"": ""temp-blue""}, {""id"": ""tw-2"", ""reached"": false, ""label"": ""取得藥證"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/sitelist.aspx?sid=2712"", ""temp_class"": ""temp-teal""}, {""id"": ""tw-3"", ""reached"": false, ""label"": ""核准健保給付"", ""title"": ""尚未出現"", ""url"": ""https://www.nhi.gov.tw/ch/cp-1296-1c080-3269-1.html"", ""temp_class"": ""temp-red""}], ""active_count"": 0, ""license_no"": """", ""highest_title"": ""尚未出現""}","{""code"": ""foreign_review_tw_pending"", ""label"": ""⏳ 國外審查中 ｜ 台灣未送件"", ""badge_class"": ""badge-gap-warning"", ""desc"": ""國外 EMA / FDA 審查進行中，台灣尚未有公開申請紀錄""}",[],"[{""source"": ""EU-EMA"", ""title"": ""EMA 審查中：Mezigdomide"", ""summary"": ""Treatment of relapsed or refractory multiple myeloma in adults"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""date"": ""2026-08-04"", ""extras"": {""kind"": ""under_evaluation"", ""snapshot"": true, ""orphan"": false, ""prime"": false, ""accelerated"": false, ""ema_product_no"": ""EMEA/H/C/006705""}}]"
Molgramostim,True,,,Treatment of pulmonary alveolar proteinosis in adults,孤兒藥,EU-EMA,2026-08-04,foreign_review_tw_pending,⏳ 國外審查中 ｜ 台灣未送件,"{""stages"": [{""id"": ""foreign-1"", ""reached"": true, ""label"": ""實證文獻"", ""title"": ""臨床實證已登錄"", ""url"": ""https://pubmed.ncbi.nlm.nih.gov/?term=Molgramostim+AND+(Phase+3+OR+%22Phase+III%22+OR+%22clinical+trial%22)+AND+(%22last+1+years%22%5BPDat%5D)"", ""temp_class"": ""temp-blue""}, {""id"": ""foreign-2"", ""reached"": true, ""label"": ""國外審查"", ""title"": ""孤兒藥"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""temp_class"": ""temp-amber""}, {""id"": ""foreign-3"", ""reached"": false, ""label"": ""國外核准"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov/drugs/development-approval-process-drugs/novel-drug-approvals-fda"", ""temp_class"": ""temp-red""}], ""active_count"": 2, ""highest_title"": ""孤兒藥""}","{""stages"": [{""id"": ""tw-1"", ""reached"": false, ""label"": ""台灣審查"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/siteSearch.aspx?q=Molgramostim"", ""temp_class"": ""temp-blue""}, {""id"": ""tw-2"", ""reached"": false, ""label"": ""取得藥證"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/sitelist.aspx?sid=2712"", ""temp_class"": ""temp-teal""}, {""id"": ""tw-3"", ""reached"": false, ""label"": ""核准健保給付"", ""title"": ""尚未出現"", ""url"": ""https://www.nhi.gov.tw/ch/cp-1296-1c080-3269-1.html"", ""temp_class"": ""temp-red""}], ""active_count"": 0, ""license_no"": """", ""highest_title"": ""尚未出現""}","{""code"": ""foreign_review_tw_pending"", ""label"": ""⏳ 國外審查中 ｜ 台灣未送件"", ""badge_class"": ""badge-gap-warning"", ""desc"": ""國外 EMA / FDA 審查進行中，台灣尚未有公開申請紀錄""}",[],"[{""source"": ""EU-EMA"", ""title"": ""EMA 審查中：Molgramostim"", ""summary"": ""Treatment of pulmonary alveolar proteinosis in adults"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""date"": ""2026-08-04"", ""extras"": {""kind"": ""under_evaluation"", ""snapshot"": true, ""orphan"": true, ""prime"": false, ""accelerated"": false, ""ema_product_no"": ""EMEA/H/C/006495""}}]"
Norucholic acid,True,,,Treatment of primary sclerosing cholangitis (PSC) in adults.,孤兒藥,EU-EMA,2026-08-04,foreign_review_tw_pending,⏳ 國外審查中 ｜ 台灣未送件,"{""stages"": [{""id"": ""foreign-1"", ""reached"": true, ""label"": ""實證文獻"", ""title"": ""臨床實證已登錄"", ""url"": ""https://pubmed.ncbi.nlm.nih.gov/?term=Norucholic%20acid+AND+(Phase+3+OR+%22Phase+III%22+OR+%22clinical+trial%22)+AND+(%22last+1+years%22%5BPDat%5D)"", ""temp_class"": ""temp-blue""}, {""id"": ""foreign-2"", ""reached"": true, ""label"": ""國外審查"", ""title"": ""孤兒藥"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""temp_class"": ""temp-amber""}, {""id"": ""foreign-3"", ""reached"": false, ""label"": ""國外核准"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov/drugs/development-approval-process-drugs/novel-drug-approvals-fda"", ""temp_class"": ""temp-red""}], ""active_count"": 2, ""highest_title"": ""孤兒藥""}","{""stages"": [{""id"": ""tw-1"", ""reached"": false, ""label"": ""台灣審查"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/siteSearch.aspx?q=Norucholic%20acid"", ""temp_class"": ""temp-blue""}, {""id"": ""tw-2"", ""reached"": false, ""label"": ""取得藥證"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/sitelist.aspx?sid=2712"", ""temp_class"": ""temp-teal""}, {""id"": ""tw-3"", ""reached"": false, ""label"": ""核准健保給付"", ""title"": ""尚未出現"", ""url"": ""https://www.nhi.gov.tw/ch/cp-1296-1c080-3269-1.html"", ""temp_class"": ""temp-red""}], ""active_count"": 0, ""license_no"": """", ""highest_title"": ""尚未出現""}","{""code"": ""foreign_review_tw_pending"", ""label"": ""⏳ 國外審查中 ｜ 台灣未送件"", ""badge_class"": ""badge-gap-warning"", ""desc"": ""國外 EMA / FDA 審查進行中，台灣尚未有公開申請紀錄""}",[],"[{""source"": ""EU-EMA"", ""title"": ""EMA 審查中：Norucholic acid"", ""summary"": ""Treatment of primary sclerosing cholangitis (PSC) in adults."", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""date"": ""2026-08-04"", ""extras"": {""kind"": ""under_evaluation"", ""snapshot"": true, ""orphan"": true, ""prime"": false, ""accelerated"": false, ""ema_product_no"": ""EMEA/H/C/006515""}}]"
Olanzapine,True,,,Treatment of schizophrenia in adults,,EU-EMA,2026-08-04,foreign_review_tw_pending,⏳ 國外審查中 ｜ 台灣未送件,"{""stages"": [{""id"": ""foreign-1"", ""reached"": true, ""label"": ""實證文獻"", ""title"": ""臨床實證已登錄"", ""url"": ""https://pubmed.ncbi.nlm.nih.gov/?term=Olanzapine+AND+(Phase+3+OR+%22Phase+III%22+OR+%22clinical+trial%22)+AND+(%22last+1+years%22%5BPDat%5D)"", ""temp_class"": ""temp-blue""}, {""id"": ""foreign-2"", ""reached"": true, ""label"": ""國外審查"", ""title"": ""EMA 審查中"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""temp_class"": ""temp-amber""}, {""id"": ""foreign-3"", ""reached"": false, ""label"": ""國外核准"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov/drugs/development-approval-process-drugs/novel-drug-approvals-fda"", ""temp_class"": ""temp-red""}], ""active_count"": 2, ""highest_title"": ""EMA 審查中""}","{""stages"": [{""id"": ""tw-1"", ""reached"": false, ""label"": ""台灣審查"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/siteSearch.aspx?q=Olanzapine"", ""temp_class"": ""temp-blue""}, {""id"": ""tw-2"", ""reached"": false, ""label"": ""取得藥證"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/sitelist.aspx?sid=2712"", ""temp_class"": ""temp-teal""}, {""id"": ""tw-3"", ""reached"": false, ""label"": ""核准健保給付"", ""title"": ""尚未出現"", ""url"": ""https://www.nhi.gov.tw/ch/cp-1296-1c080-3269-1.html"", ""temp_class"": ""temp-red""}], ""active_count"": 0, ""license_no"": """", ""highest_title"": ""尚未出現""}","{""code"": ""foreign_review_tw_pending"", ""label"": ""⏳ 國外審查中 ｜ 台灣未送件"", ""badge_class"": ""badge-gap-warning"", ""desc"": ""國外 EMA / FDA 審查進行中，台灣尚未有公開申請紀錄""}",[],"[{""source"": ""EU-EMA"", ""title"": ""EMA 審查中：Olanzapine"", ""summary"": ""Treatment of schizophrenia in adults"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""date"": ""2026-08-04"", ""extras"": {""kind"": ""under_evaluation"", ""snapshot"": true, ""orphan"": false, ""prime"": false, ""accelerated"": false, ""ema_product_no"": ""EMEA/H/C/006637""}}]"
Omalizumab,True,,,"Treatment of asthma, chronic rhinosinusitis with nasal polyps (CRSwNP) and chronic spontaneous urticaria (CSU)",,EU-EMA,2026-08-04,foreign_review_tw_pending,⏳ 國外審查中 ｜ 台灣未送件,"{""stages"": [{""id"": ""foreign-1"", ""reached"": true, ""label"": ""實證文獻"", ""title"": ""臨床實證已登錄"", ""url"": ""https://pubmed.ncbi.nlm.nih.gov/?term=Omalizumab+AND+(Phase+3+OR+%22Phase+III%22+OR+%22clinical+trial%22)+AND+(%22last+1+years%22%5BPDat%5D)"", ""temp_class"": ""temp-blue""}, {""id"": ""foreign-2"", ""reached"": true, ""label"": ""國外審查"", ""title"": ""EMA 審查中"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""temp_class"": ""temp-amber""}, {""id"": ""foreign-3"", ""reached"": false, ""label"": ""國外核准"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov/drugs/development-approval-process-drugs/novel-drug-approvals-fda"", ""temp_class"": ""temp-red""}], ""active_count"": 2, ""highest_title"": ""EMA 審查中""}","{""stages"": [{""id"": ""tw-1"", ""reached"": false, ""label"": ""台灣審查"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/siteSearch.aspx?q=Omalizumab"", ""temp_class"": ""temp-blue""}, {""id"": ""tw-2"", ""reached"": false, ""label"": ""取得藥證"", ""title"": ""尚未出現"", ""url"": ""https://www.fda.gov.tw/tc/sitelist.aspx?sid=2712"", ""temp_class"": ""temp-teal""}, {""id"": ""tw-3"", ""reached"": false, ""label"": ""核准健保給付"", ""title"": ""尚未出現"", ""url"": ""https://www.nhi.gov.tw/ch/cp-1296-1c080-3269-1.html"", ""temp_class"": ""temp-red""}], ""active_count"": 0, ""license_no"": """", ""highest_title"": ""尚未出現""}","{""code"": ""foreign_review_tw_pending"", ""label"": ""⏳ 國外審查中 ｜ 台灣未送件"", ""badge_class"": ""badge-gap-warning"", ""desc"": ""國外 EMA / FDA 審查進行中，台灣尚未有公開申請紀錄""}",[],"[{""source"": ""EU-EMA"", ""title"": ""EMA 審查中：Omalizumab"", ""summary"": ""Treatment of asthma, chronic rhinosinusitis with nasal polyps (CRSwNP) and chronic spontaneous urticaria (CSU)"", ""url"": ""https://www.ema.europa.eu/en/documents/report/applications-new-human-medicines-under-evaluation-august-2026_en.xlsx"", ""date"": ""2026-08-04"", ""extras"": {""kind"": ""under_evaluation"", ""snapshot"": true, ""orphan"": false, ""prime"": false, ""accelerated"": false, ""ema_product_no"": ""EMEA/H/C/006756""}}]"
